price,id
-97.5655615312436,0
65.83533364317749,1
53.73366434133395,2
55.316232827223594,3
2.338680507674268,4
-89.27339285379706,5
-148.16622059510308,6
-247.0190111750186,7
-33.8801005045063,8
213.47495423903555,9
193.2634845643974,10
-1.8297046114433853,11
-171.02817076686327,12
226.6485419990053,13
-56.81367541452483,14
214.5325776174681,15
-1.2561939751434528,16
-161.3513550533739,17
-19.413673059137167,18
-8.60125846958938,19
204.91289508354524,20
65.7412509785449,21
115.4369231461722,22
23.759745328166392,23
-88.43625176587842,24
-173.11048228469932,25
-87.80018668381275,26
-88.69361887326289,27
28.752038463416326,28
-60.361506947388946,29
-6.122808218843222,30
114.06345954832678,31
36.398223550869744,32
213.8469946181723,33
-44.80482897048529,34
10.44103810938184,35
-9.34402856931292,36
-103.15255717216,37
70.03620022548169,38
-43.09594839418381,39
-4.853243363947817,40
-90.2310673638003,41
-46.16523758966296,42
-247.09406281041706,43
-25.088717572637325,44
-124.86129671041427,45
-87.5639986479392,46
173.71360940851108,47
-130.92214784239775,48
178.5818269547118,49
62.26544396333042,50
144.0093957217303,51
6.921619152607035,52
-252.8756028838104,53
52.04603362905851,54
38.67294856493289,55
-218.74502192472707,56
152.23011269790345,57
45.271912303022894,58
-80.64419708907992,59
138.16265799941823,60
266.7340225855853,61
35.23418381075005,62
132.49686986569904,63
-88.08232242232289,64
62.89233670644756,65
-16.928772540684676,66
-69.84966952168777,67
-68.69608153653432,68
-80.92387079537157,69
84.57093789281568,70
21.63447349457903,71
221.1909539775161,72
-43.21744738753542,73
-113.83972071035917,74
-19.894360750375597,75
-174.81804846044642,76
-58.60316760507171,77
213.9268513153592,78
-61.71590675918478,79
192.24024766554666,80
-152.5759991183659,81
134.49053952671292,82
-24.66860814140973,83
75.26856274651169,84
114.93200584677226,85
14.74560791775654,86
54.34926996153136,87
215.15593462381702,88
-136.03256028025703,89
23.307280242294997,90
-69.09803650545611,91
11.162944981989256,92
-158.0761778220668,93
53.83417688228902,94
82.86556705083687,95
-168.48529202893525,96
97.06771530697914,97
13.636213802403281,98
-16.55604523013324,99
-76.60838516270532,100
52.66968360314227,101
-112.80318099847847,102
88.16790815349336,103
-15.960885842612358,104
-39.05483769387559,105
-6.542918780836379,106
-100.9926172189795,107
-24.428049990568763,108
-24.43476026361736,109
43.195884660004005,110
-224.1564919788321,111
229.26557767185494,112
233.4777132851303,113
83.8565051290036,114
-49.942010487556615,115
118.3537175015934,116
251.85746622255417,117
-117.72277467752238,118
-49.923865717698575,119
221.9127262602662,120
111.47906274855808,121
-257.0935364773718,122
125.11214066695402,123
63.588644652490174,124
-110.36033084701533,125
-54.96306146444945,126
-223.7753220470879,127
-9.442348698530418,128
-6.450868785225618,129
24.074347752262938,130
111.22540348774392,131
50.95294301964606,132
92.46590374702473,133
115.5081490560372,134
-147.1937549553428,135
-71.44154242989636,136
-179.39451064216289,137
-24.671993582678514,138
-143.4613830739644,139
115.37936424284705,140
31.132849861963535,141
235.2779553040813,142
132.8223983395051,143
218.62577983937726,144
157.78077107866793,145
115.66947016517281,146
-1.1345002882442181,147
200.1665623704887,148
34.408293380460904,149
-40.65959682902796,150
56.967382564457736,151
-182.64227314759557,152
245.37986757050803,153
16.466379201998667,154
-49.26395197981142,155
91.81141184214617,156
39.98501677793097,157
90.02467247604544,158
-241.7569496735765,159
3.3764070443704135,160
31.870165818009628,161
-129.52239150651747,162
-181.99117546653636,163
190.79237594224452,164
-42.099383056348245,165
130.71403370980406,166
3.571761081468718,167
-253.53485553558127,168
-28.767499558007884,169
-58.574917240123426,170
82.04809764965584,171
250.06547202107228,172
-186.07799923122292,173
130.4461448229308,174
151.15301469947985,175
291.2447005300048,176
-76.16642021103645,177
248.32037219586164,178
119.5928952076782,179
-59.494523771373935,180
140.28158883809581,181
-56.058848859473386,182
53.88747339927076,183
159.57275034503422,184
-83.16399196007362,185
8.426808251529513,186
156.8938129283217,187
-41.12256869447319,188
-123.72213333455421,189
-198.40351242103017,190
87.92343526772218,191
-241.45837075129907,192
-3.1638496243551786,193
199.2807043125865,194
249.96881423427695,195
-14.777507238704619,196
-60.07404836090487,197
68.97171893838338,198
-147.0698782598376,199
