price,id
3874.12,0
7469.55,1
9756.32,2
4098.975,3
1425.89,4
5133.79,5
5905.2925,6
3726.97,7
8591.68,8
12611.1,9
5239.21,10
695.7604761904762,11
1848.6740714285718,12
1534.17,13
2846.92,14
1046.0336666666667,15
1612.426738095238,16
4341.061904761905,17
5156.54,18
661.9188333333333,19
2584.3783333333336,20
7280.56,21
4073.9,22
601.3298333333333,23
14748.38,24
1475.5906666666665,25
913.33,26
1106.475,27
1419.71,28
989.4775,29
9443.28,30
634.605,31
5024.23,32
664.05,33
497.27,34
2477.4,35
8404.58,36
3232.12,37
2385.655,38
635.5405000000001,39
448.99,40
7771.3,41
728.8741666666667,42
1854.59,43
9345.7,44
2734.85,45
1002.4816666666666,46
790.95,47
1415.6016666666665,48
2750.29,49
838.045,50
4667.943333333333,51
2406.48,52
8257.592,53
8446.92,54
1796.62,55
10832.87,56
1637.6133333333335,57
5997.331999999999,58
1306.0678333333335,59
1923.485,60
431.61,61
5084.53,62
818.03,63
12183.6,64
15510.23,65
888.57,66
16033.02,67
6704.78,68
8400.66,69
622.8675,70
601.0625,71
1044.31,72
1653.83,73
6177.736666666667,74
1434.172,75
7984.89,76
10885.89,77
2762.93,78
5112.655,79
11382.19,80
1600.39,81
12744.82,82
5533.11,83
751.9566666666666,84
8043.6035,85
761.205,86
11826.05,87
10969.96,88
12075.51,89
7378.385,90
1211.8533333333335,91
849.4680000000001,92
757.3308333333334,93
16631.49,94
485.64,95
10375.34,96
13398.433333333334,97
13661.54,98
723.4508333333334,99
2053.73,100
726.5366666666667,101
1003.9926666666668,102
562.8,103
1654.946666666667,104
1675.1367142857146,105
1150.81,106
883.6086666666666,107
1246.9080000000001,108
788.0225,109
648.3,110
1191.43,111
2382.846666666667,112
1875.8916666666667,113
1525.99,114
6449.24,115
5522.043285714285,116
16016.8,117
554.7866666666666,118
15915.11,119
1181.89,120
1598.6306666666665,121
955.46,122
488.99,123
919.705,124
2092.685,125
1737.22,126
7141.295,127
7500.97,128
8469.91,129
8687.56,130
5231.54,131
5557.535,132
794.659,133
4168.99,134
1178.91,135
649.1658333333332,136
5361.16,137
642.2619761904762,138
5732.845,139
788.7291666666667,140
1035.1666666666665,141
3504.36,142
4031.53,143
740.925,144
6795.11,145
14710.57,146
5465.9,147
3080.91,148
2506.23,149
4841.59,150
1606.81,151
10075.25,152
3114.76,153
870.68,154
15355.77,155
6402.82,156
2905.16,157
4639.75,158
836.3146666666668,159
9528.88,160
8150.52,161
798.87,162
658.32,163
6500.64,164
6470.335,165
2920.8980000000006,166
3579.965,167
2830.27,168
13930.91,169
877.7566666666665,170
1395.86,171
6037.72,172
1486.57,173
4473.829166666666,174
2064.2766666666666,175
5895.21,176
2734.46,177
2456.22,178
3734.29,179
4175.02,180
2138.8,181
614.9336428571429,182
1537.1816666666666,183
662.1178333333332,184
6094.01,185
902.11,186
747.98,187
418.025,188
1793.39,189
1588.42,190
807.6375,191
791.14,192
5623.24,193
3849.606666666666,194
2848.8208333333337,195
610.8985173160172,196
9475.35,197
888.7266666666666,198
6644.243333333333,199
10318.08,200
6444.071666666668,201
721.9841666666667,202
962.935,203
5590.83,204
6277.98,205
787.7358571428573,206
2643.08,207
629.0825000000001,208
11114.75,209
2563.79,210
8540.15,211
11772.63,212
632.907,213
1597.1725,214
612.3036666666666,215
2524.378333333333,216
2649.78,217
1034.52,218
2510.97,219
4804.835,220
2772.4925,221
8662.86,222
989.9550476190477,223
934.63,224
5057.81,225
4231.16,226
2177.58,227
8568.77,228
1701.7042857142856,229
5559.816333333333,230
2123.76,231
754.0,232
1443.003333333333,233
684.7,234
12470.88,235
