price,id
3871.555,0
7612.384,1
9670.1875,2
4235.54505,3
1437.7794166666667,4
5065.926,5
5831.403250000001,6
3740.616,7
8252.973633333333,8
12607.876,9
5297.001,10
710.6059476190476,11
1800.6901007936501,12
1677.5010666666667,13
2800.52,14
1050.0016404761905,15
1595.426016666666,16
4318.8291238095235,17
5072.532,18
654.7774214285713,19
2661.1270452380954,20
7371.1865,21
3964.704,22
607.590608333333,23
15210.553,24
1457.9278166666663,25
913.859,26
1122.2431,27
1424.838,28
988.7803500000001,29
9697.701,30
640.1379333333333,31
5019.376,32
682.6894999999998,33
493.68379999999996,34
2526.9818,35
8597.129,36
3276.975,37
2394.8734,38
636.3221178571429,39
447.3103,40
7777.633,41
735.6401583333333,42
1824.116,43
9129.827,44
2663.128,45
1007.7277166666665,46
790.0324214285714,47
1399.6345,48
2714.454,49
783.4438238095239,50
4915.613166666667,51
2394.434,52
8543.425100000002,53
8037.515,54
1814.5261,55
10947.117,56
1615.7742833333332,57
6203.818166666667,58
1395.7509666666674,59
1865.948128571428,60
437.146,61
5213.170635714284,62
815.4977166666666,63
12149.317666666668,64
15415.557,65
909.979,66
15754.8156,67
6664.202333333334,68
8034.693,69
621.7175,70
620.1701833333334,71
1078.95625,72
1652.3201666666666,73
5975.233599999998,74
1473.28895,75
7851.715,76
10474.508,77
2719.129,78
5141.1051166666675,79
10665.026,80
1635.8942,81
13332.023,82
5632.42625,83
798.3221785714286,84
8437.8827,85
796.4576999999999,86
12465.385,87
10864.038,88
11671.934,89
7297.810116666667,90
1195.6480261904762,91
850.7402000000001,92
767.6863952380953,93
16946.846,94
476.45404999999994,95
10296.287,96
13398.577133333332,97
13658.612,98
722.8472714285714,99
1998.522,100
768.5768666666665,101
936.8834666666664,102
552.5626666666667,103
1652.0695333333335,104
1678.352538095238,105
1163.21125,106
911.0276071428573,107
1292.6485500000001,108
772.5829499999999,109
624.4580047619046,110
1167.3145,111
2408.4732166666663,112
1824.9115666666669,113
1367.802,114
6311.1935,115
5502.053995238096,116
15948.019,117
573.367,118
15682.02425,119
1183.729,120
1610.0437333333334,121
944.525,122
497.94225,123
911.13275,124
2069.338728571429,125
1743.04525,126
7144.809500000001,127
7350.146,128
8068.274,129
8411.159,130
5110.261,131
5874.566614285715,132
808.32165,133
4148.131,134
1156.872,135
642.1722380952382,136
5478.949499999999,137
626.612610714286,138
6021.538066666667,139
799.0866404761905,140
1036.9429952380954,141
3559.918,142
4018.2610833333333,143
744.3633571428571,144
6636.1,145
14758.1,146
5475.4785,147
3148.0598333333337,148
2524.726416666667,149
4860.028,150
1568.2961666666667,151
9993.308,152
3171.434,153
884.4551333333333,154
15238.982,155
6246.669,156
2907.127345238096,157
4406.272533333333,158
840.8280464285715,159
9449.97,160
7926.112833333333,161
807.6890357142858,162
653.1423333333333,163
6446.016666666666,164
6404.433985714287,165
2969.676087301588,166
3689.476,167
2978.9450571428574,168
13763.626,169
834.9476999999998,170
1447.2541666666668,171
6298.6295,172
1479.3068,173
4574.920583333333,174
2046.9818821428569,175
5943.4047,176
2713.5429166666663,177
2460.485,178
3745.566,179
4205.421,180
2139.386,181
625.7980873015871,182
1503.999833333333,183
673.7863662698412,184
6122.32,185
910.137,186
720.614,187
418.54908333333333,188
1759.7275,189
1597.5818452380956,190
746.3696583333333,191
814.78,192
5785.0555,193
3937.54175,194
2818.8599904761913,195
617.5122497474748,196
9594.327,197
881.2179,198
6759.256761904762,199
9954.281,200
6441.435183333333,201
712.9210476190476,202
979.0127666666667,203
5402.0216666666665,204
6242.415,205
780.0456404761904,206
2659.6158,207
617.4667476190474,208
10613.757,209
2508.5495,210
8069.165,211
12077.859,212
624.5548571428574,213
1596.8301999999999,214
602.0976151515151,215
2466.4833476190474,216
2541.1800357142856,217
1038.9554,218
2482.6396666666665,219
4667.781,220
2878.1892000000003,221
8359.121,222
984.2806880952378,223
958.183,224
5196.633,225
4326.503666666667,226
2169.885166666667,227
8325.7676,228
1663.5908952380953,229
